Question,Options,Predicted Answer,Correct Answer,Confidence Level,Explanation
"last day at my office.. then holiday.. then a new job.. strange day, this day","A. Positive
B. Negative",A,A,70,"The sentence expresses a mix of emotions but it leans more towards positivity The speaker is talking about his last day at office, which might be a bit emotional but it signifies a change Then, he is talking about a holiday, which generally incites happiness and relaxation After that, he mentions a new job which signals new opportunities and a fresh start Then he describes the day as ""strange"", an ambivalent description that doesn't clearly indicate a positive or negative sentiment

Answer and Confidence (0-100): A, 70%"
Sitting on the porch watching the birds at the feeder with a cup of coffee....then off to show houses....on Father's Day,"A. Positive
B. Negative",A,B,85,"The sentence talks about a person sitting on the porch with coffee, watching birds, then going off to show houses on Father's Day The sentiment depends on nuanced understanding of the context The first part, sitting on the porch with coffee and watching birds, generally describes a peaceful scene that can be considered positive The second part, about showing houses on Father's Day, can be perceived positively or neutrally depending on the reader's perspective It could signify work, which some people might not prefer on Father's Day But as it doesn't convey explicit dissatisfaction or complaint, the overall sentiment is likely positive

Answer and Confidence (0-100): A, 85%"
doing homework in history and math!!  boring!!,"A. Positive
B. Negative",B,B,95,"The sentence ""doing homework in history and math!! boring!!"" expresses a negative sentiment as the user describes the action of doing homework specifically in history and math as ""boring"" The use of the word ""boring"" suggests that the user is not enjoying the task

Answer and Confidence (0-100): B, 95%"
@thepioneerwoman these are great!  some fun explanations for my 7-year-old  http://tinyurl.com/ow4lya,"A. Positive
B. Negative",A,A,95,"The sentence is a social media post where the user is tagged another user (@thepioneerwoman) The words 'great', 'fun' are used to describe the experience These words express positive emotions The user describes 'explanations for my 7-year-old' as great and fun, meaning they find it helpful and enjoyable There are no words that express negative emotions or dissatisfaction

Answer and Confidence (0-100): A, 95%"
"@TTUNNELL wait.. I thought there were only two charter members.. this excludes me then, sadness..","A. Positive
B. Negative",B,B,90,"The sentence starts with a user tag, implying a conversation or response to a previous statement The content of the sentence concerns the user feeling left out or excluded from a group or event The user concludes with ""sadness"", indicating a negative emotional state Hence, the overall sentiment is negative

Answer and Confidence (0-100): B, 90%"
Im beggining to think my dream of owning a polaroid camera will never come true.,"A. Positive
B. Negative",B,B,95,"The sentence expresses the speaker's frustration or disappointment that their dream of owning a Polaroid Camera may not come true The sentiment is generally pessimistic Next, let's break this down further: the words ""beginning to think"" indicate a change in the speaker's mindset towards doubt, and ""never come true"" denotes a definitive conclusion that's particularly disappointing 

Answer and Confidence (0-100): B, 95%"
throats hurting  bedtime..,"A. Positive
B. Negative",B,B,95,"The sentence ""throats hurting bedtime"" indicates an uncomfortable or distressing sensation in the speaker's throat during the time they are supposed to sleep or rest This is a negative expression, given that it represents physical discomfort or a health problem 

Answer and Confidence (0-100): B, 95%"
"@brett_rosenberg lol it's cool, no worries","A. Positive
B. Negative",A,A,90,"The sentence is posted on a social media platform, as indicated by the @ username at the front The poster is responding to someone named Brett Rosenberg Their use of ""lol"" and ""it's cool, no worries"" suggests they are amused or laughing and displays a casual, relaxed attitude towards whatever Brett may have said or done There seems to be a positive mood as the words 'cool' and 'no worries' generally present a positive sentiment

Answer and Confidence (0-100): A, 90%"
"Sorry for not continueing to update this weekend, my cell died after my last post... i made it to the finals and finished sixth","A. Positive
B. Negative",B,A,55,"The sentence consists of a few elements that need to be analyzed to determine the overall sentiment The initial part of the sentence, ""Sorry for not continuing to update this weekend, my cell died after my last post,"" indicates regret or disappointment, which can be associated with negative sentiment Then, the writer says, ""I made it to the finals,"" suggesting an achievement or success, which is a positive sentiment Finally, the author states they ""finished sixth,"" which might be interpreted as a negative sentiment if the author's goal was to win or achieve a higher position However, getting to the finals and finishing sixth could also be interpreted as an accomplishment depending on the context Given the mixed feelings expressed in the sentence, we can say that there are both positive and negative elements

Answer and Confidence (0-100):  B, 55%"
"@SummerUK That's right. We have way too many of those here. Good for you, though!","A. Positive
B. Negative",A,A,70,"This sentence begins with the speaker addressing someone named @SummerUK The speaker then affirms something (""That's right""), signifying agreement, which tends to be positively connotated The next sentence is somewhat ambiguous (""We have way too many of those here""), it might imply some sort of dissatisfaction due to the phrase ""way too many"" but it also depends on the context which we don't have here The last part of the text (""Good for you, though!"") is a phrase typically used to express approval or congratulation, it has a positive connotation Therefore, overall sentiment of the statement seems to be positive

Answer and Confidence (0-100): A, 70%"
Aaarrrggg - Mrs S has been upgraded but I haven't   Will see what they can do on the plane.,"A. Positive
B. Negative",B,B,85,"In this sentence, the speaker expresses dissatisfaction and disparity towards the fact that ""Mrs S has been upgraded"" but they have not The use of ""Aaarrrggg"" gives a clear indication of frustration or disappointment which contributes to the overall negative sentiment Although they later mention ""will see what they can do on the plane"" showing some hope, the general tone and topic tend to lean more negative because of the initial frustration expressed

Answer and Confidence (0-100): B, 85%"
ohh and I forgot to mention that I just might have meet and greets to some people who stick around for my concert after the game!,"A. Positive
B. Negative",A,A,90,"The sentence suggests that the speaker is planning to have meet and greets with some people after the game and a concert The tone is not negative or unpleasant, but rather it's indicating a casual and open interaction Therefore, it contains a positive sentiment 

Answer and Confidence (0-100): A, 90% 

Sentence: [ohh and I forgot to mention that I just might have meet and greets to some people who stick around for my concert after the game!]"
Parents arent home  chillin wit brit  join us *Cassiie Baby*,"A. Positive
B. Negative",A,A,90,"The sentence provided presents a situation where the person is home alone and inviting someone to chill with them and someone named Brit There's an upbeat tone to it, as it invites camaraderie and enjoyment Without any hint of negative emotions present, the sentiment can be classified as positive

Answer and Confidence (0-100): A, 90%"
"@Tiece_E Oh, I have been in April actually. I talked to Jo on the phone about it too when I was there. We couldn't make it to meet though","A. Positive
B. Negative",B,B,60,"The sentence carries a neutral tone for the most part with the user sharing their past experience in April and talking to Jo over the phone However, towards the end it comes off as mildly negative because the person is expressing disappointment with not being able to meet Jo

Answer and Confidence (0-100): B, 60%"
Meh...drive-ins are no fun without cute boys.,"A. Positive
B. Negative",B,B,90,"The sentence ""Mehdrive-ins are no fun without cute boys"" consists of two main parts The first one, ""Meh"", is typically used to express indifference or lack of enthusiasm, creating a negative context This is reinforced by the second part of the sentence, ""drive-ins are no fun without cute boys"", where the author states that the situation (going to drive-ins) is not enjoyable if a certain condition (the presence of cute boys) isn't met In combination these segments imply an overall negative sentiment 

Answer and Confidence (0-100): B, 90%"
"@PatsyTravers Cold n temperature, feeling so stuffy, finding it hard to breathe","A. Positive
B. Negative",B,B,95,"The sentence is provided by a user presumably named @PatsyTravers who describes being in a cold temperature, feeling stuffy, and finding it hard to breathe The overall tone of the message is negative as it talks about discomfort and difficulty 

Answer and Confidence (0-100): B, 95%"
I guess I'm going to Nathan Pitts's. I'm not ready for Andy to leave.,"A. Positive
B. Negative",B,B,90,"The sentence seems to have two parts, with the first part expressing a neutral emotion and the second part expressing a negative emotion

The first part, ""I guess I'm going to Nathan Pitts's"", neither expresses happiness nor sadness It seems neutral because the speaker just states an event without expressing any particular emotion 

The second part, ""I'm not ready for Andy to leave"", expresses a negative emotion The speaker appears to be sad or distressed about Andy leaving, thus the sentiment is negative 

Given these two parts, since the more emotionally charged part is negative, I would classify the entire sentence as conveying a negative sentiment

Answer and Confidence (0-100): B, 90%"
Today was fun  I &lt;3 SLYM &amp; everyone who made my crappy start into a really good day  (@monicaBANGG @valeriefelicity @carabermejo &amp;moree),"A. Positive
B. Negative",A,A,90,"The user starts by saying ""Today was fun"" which indicates a positive sentiment Even though they mention ""my crappy start"", the sentence turns around by stating, ""into a really good day"" – another positive sentiment The additional use of the ""<3"" symbol and naming of specific people indicates affection and gratitude, more positive emotions Therefore, even with the mention of a negative segment, the overall sentence is positive

Answer and Confidence (0-100): A, 90%"
thank god there is bread on this world. Such days like today would freak me out without my lovely bread,"A. Positive
B. Negative",A,A,95,"The sentence expressed gratitude (thank god) for having bread in the world It also emphasizes that days like the present one could upset or worry the speaker without their 'lovely bread' Hence, it can be inferred that the presence of bread is providing relief or comfort to the speaker in potentially stressful situations, which is underratedly positive sentiment 

Answer and Confidence (0-100): A, 95%"
Pretalk.net Please register and talk if you own a Palm Pre!!  Enjoy,"A. Positive
B. Negative",A,A,95,"The sentence is an invitation for users to register and talk if they own a Palm Pre The use of the word 'Enjoy' gives a positive feeling There doesn't seem to be any negativity or displeasure in the message Overall, the sentiment appears to be positive because it is encouraging and invites users to engage in discussions about a shared interest

Answer and Confidence (0-100): A, 95% 

Sentence: [Pretalknet Please register and talk if you own a Palm Pre!!  Enjoy]"
@moonfrye I know exactly what you mean.,"A. Positive
B. Negative",A,A,65,"The sentence being analyzed (@moonfrye I know exactly what you mean) is a simple statement made by a person directed towards another user on social media, identified by the ""@"" symbol - it could be Twitter or Instagram The user is expressing understanding and empathy by asserting ""I know exactly what you mean"" The sentiment of this statement is somewhat neutral; however, if we had to categorize it under positive or negative, it would lean towards positive because understanding and empathy generally convey positive sentiment 

Answer and Confidence (0-100): A, 65%"
Lunch time just gone outside what a horrible day,"A. Positive
B. Negative",B,B,90,"The sentence ""Lunch time just gone outside what a horrible day"" appears to indicate a negative sentiment The phrase ""what a horrible day"" suggests the user had a bad experience or is generally displeased with the day's events, which can be interpreted as negative However, given that the sentence structure is somewhat disjointed without clear context, there could be a small uncertainty

Answer and Confidence (0-100): B, 90%"
"@katiebeth Maybe its just my gender bias, but I thought you already looked like a girl","A. Positive
B. Negative",A,A,60,"The sentence is addressed to a user named @katiebeth, where the speaker affirms a perceived gender identity of the user, potentially implying a compliment (""I thought you already looked like a girl"") The phrase ""Maybe it's just my gender bias"" is neutral or potentially self-critical The primary element that could suggest a sentiment is likely the part ""I thought you already looked like a girl"" which, depending on the context, could be received as positive (if it aligns with @katiebeth's identity) or negative (if it doesn't) Without knowing the context, it's quite challenging to definitively assert the sentiment However, assuming the best intentions, it could be seen as positive

Answer and Confidence (0-100): A, 60%"
@jonasbrothers http://twitpic.com/6q1om - i love your music! thanks jonas brothers,"A. Positive
B. Negative",A,A,95,"The sentence requires a sentimental analysis A is for positive, and B is for negative The sentence starts by tagging a specific group, the Jonas Brothers, the inclusion of personal feelings towards an object is expressed right after, ""I love your music"" The sentiment ""love"" indicates a positive sentiment towards their music Lastly, showing gratitude ""thanks Jonas Brothers"" further supports the positive sentiment

Answer and Confidence (0-100): A, 95%"
@eeeeeevonnnnn unhappy?!?!?! you meant to say they camp not fun ah!,"A. Positive
B. Negative",B,B,90,"This sentence seems to suggest dissatisfaction or unhappiness The use of ""unhappy"" and the phrase ""not fun ah"" indicates a negative sentiment The speaker appears to be questioning someone, ""@eeeeeevonnnnn"", about their unhappiness and the problematic fun level at a camping site 

Answer and Confidence (0-100): B, 90%"
going to the doctors  wish me luck!,"A. Positive
B. Negative",A,B,65,"The sentiment analysis begins by breaking down the sentence ""Going to the doctors"" is a neutral sentiment, it simply indicates an action taking place The second part ""wish me luck!"" is, however, slightly positive, as it indicates hope or optimism for a desired outcome, even though it has anxiety underlying It is fair to interpret the sentence as having a slight positivity, due to the presence of hope or optimism

Answer and Confidence (0-100): A, 65%"
TY for all the Feedback!  @kellywilliams4 @jaybranch @Number1Huggles @juicyjobs @A11woman @Jayne0807,"A. Positive
B. Negative",A,A,90,"The given sentence appears to be a tweet thanking various users for their feedback The use of ""TY"" is a common abbreviation for ""Thank You,"" indicating gratitude The exclamation mark at the end demonstrates enthusiasm There are no negative words or phrases in the sentence Everything indicates that the sentiment is positive

Answer and Confidence (0-100): A, 90%"
@balaji_dutt @ashwinn wah nice for you guys. going home and all.,"A. Positive
B. Negative",A,B,90,"The sentence ""@balaji_dutt @ashwinn wah nice for you guys going home and all"" is directed towards named individuals (@balaji_dutt, @ashwinn) and it expresses a sentiment of acknowledgment and approval (""wah nice for you guys"") The speaker seems to be happy or approving of the fact that the individuals in question are ""going home"" There is no explicit or implicit expression of negative emotions or consequences 

Answer and Confidence (0-100): A, 90%"
"@MailOurMilitary  My name is wrong on your list, because I changed it awhile back. It's only one J now instead of 2. Sorry, my fault.","A. Positive
B. Negative",B,B,70,"This sentence starts with an @tag to a specific user, indicating it's a response or message The speaker mentions that their name was wrongly listed, but they attribute this mistake to their own actions, expressing that they had changed their name previously The sentiment overall could be perceived as neutral or mildly negative due to the error in naming, although the speaker acknowledges it as their fault and somewhat apologizes (Sorry, my fault) No explicit positive sentiment is expressed

Answer and Confidence (0-100): B, 70%"
watching F1 China GP on TV. Kimi  Shanghai is my hometown. rainy rainy  race,"A. Positive
B. Negative",B,B,60,"This sentence has a neutral sentiment because firstly, the user talks about watching F1 China GP on TV, which is a neutral statement The user then mentions 'Kimi Shanghai is my hometown'  Again, this is a factual statement that doesn't lean towards either positive or negative Lastly, the user indicates the context of their current situation (‘rainy rainy race’) This indicates less than ideal weather conditions for a race, which may be seen as negative by some, but not aggressively so, and it could also be interpreted as simply giving more context to the situation

Answer and Confidence (0-100): B, 60%"
"GReat daY...juSt goT ouT of tHe pooL &amp; now I'm kiNda hungRy.  Need 2 sHower, waSh my haiR...theN settLe doWn 4 food!","A. Positive
B. Negative",A,A,90,"The sentence demonstrates a positive sentiment The author expresses their enjoyment after getting out of the pool, indicating a positive experience Despite expressing hunger, this is seen as a normal part of daily life and not necessarily negative This idea is reinforced as they plan to relax and eat food, which is often associated with satisfaction and fulfillment The use of uppercase letters within words could be seen as coding for enthusiasm

Answer and Confidence (0-100): A, 90%"
@Shisaac (L)(L) loll,"A. Positive
B. Negative",A,A,90,"This sentence seems to be a comment made in response to a social post made by a user named @Shisaac It includes two heart emojis ""(L)(L)"" and the word ""loll"", a variant form of ""lol"", which stands for ""laugh out loud"" Without any further context given, this could be interpreted as a casual, positive interaction as the user appears to be laughing or reacting in a jovial manner

Answer and Confidence (0-100): A, 90%"
@PULLINGTEEETH ikr. summer`s way too fast.  i miss all of you guys too much  #whatsmysection,"A. Positive
B. Negative",B,B,80,"The user's tweet contains several components The user mentions another user with '@PULLINGTEEETH' which doesn't contribute to the sentiment ""ikr"" is an abbreviation for ""I know, right?"" which is typically neutral in tone The phrase ""summer's way too fast"" is subjective and may be seen as negative because it implies an undesirable shortness The statement ""i miss all of you guys too much"" generally carries a negative sentiment as the user expresses their longing Lastly, the hashtag '#whatsmysection' doesn't necessarily convey a clear positive or negative sentiment, so it doesn't contribute significantly to the overall sentiment 

Answer and Confidence (0-100): B, 80%"
@Boy_Kill_Boy you said you would...,"A. Positive
B. Negative",None,B,100,"This sentence is a partial statement directed towards a user with the handle @Boy_Kill_Boy The context of the message is unclear as the statement ends abruptly The speaker seems to be recalling a past promise or statement but no positive or negative sentiment can be inferred as the complete context is unavailable

Answer and Confidence (0-100): None, 100%"
@ian_cummings Madden 05...fear the &quot;D&quot; on PS2...that's when the cover 2 defense actually worked,"A. Positive
B. Negative",A,B,85,"The sentence appears to refer to a video game, ""Madden 05"" The user expresses the sentiment that the cover 2 defense actually worked in the game, implying that they have had a positive experience (""fear the 'D' on PS2"") The use of the ellipsis (…) adds to the casual and positive tone, rather than indicating any negativity 

Answer and Confidence (0-100): A, 85%"
@mercelleduane I didn't have a bunch of fun but I had fun LOL spacially when we had lunch,"A. Positive
B. Negative",A,A,90,"The sentence begins with a mention of a user, which could suggest a friendly or conversational tone Looking at the first part of the sentence, 'I didn't have a bunch of fun but I had fun' has a slightly negative connotation since the user didn't have 'a bunch of fun', but it is offset by the affirmation that they still 'had fun' Towards the end, the writer clarifies that they especially enjoyed lunch, which indicates a specific positive experience The phrase 'LOL' is often used in casual language and implies humor, lightness, or positivity Therefore, overall, the sentence leans towards a more positive sentiment as the user had fun, particularly during lunch

Answer and Confidence (0-100): A, 90%"
is ready for a day doing chores around the house and the take his mum for a walk proiding weather good enough,"A. Positive
B. Negative",A,A,85,"The sentence describes someone's plans for the day - chores and going for a walk with their mother if the weather is nice There's no presence of negative emotions or unfavorable circumstances here Instead, the speaker's readiness and the inclusion of a condition for good weather for a walk reveals a rather positive, or at least not negative, sentiment

Answer and Confidence (0-100): A, 85%"
@Richardcan2 no I hate kids to the most annoy things on this earth. feel free to punch them and kick them if it makes you feel better,"A. Positive
B. Negative",B,A,100,"The sentiment analysis here involves looking at the emotional tone of the text The speaker is using strong negative language such as ""hate"" to describe their feelings towards kids They describe kids as the ""most annoying things"" and suggest violent actions towards them, which is very negative So from this we can ascertain the sentiment is negative

Answer and Confidence (0-100): B, 100%"
"@ksymmonds @lcaller Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed","A. Positive
B. Negative",B,A,75,"The sentence has a user expressing regret for missing something (@ksymmonds @lcaller Sorry to have missed it) Following that, the user self-deprecates in a humorous tone by calling themselves a ""lazy bastard"" and stating that they're awake but not dressed up The sentiment is negative due to the regret and the negative self-reference, but it's mitigated somewhat by the humorous tone

Answer and Confidence (0-100): B, 75%"
"I would turn away $100 dollars, to instead help an old lady cross the street.  Now $200 is a different story. The economy is pretty bad!!","A. Positive
B. Negative",B,A,70,"The sentence starts by conveying a positive sentiment Turning away monetary gain to instead help an old lady cross the street reflects a feeling of helpfulness and empathy However, the statement shifts in tone with, ""Now $200 is a different story,"" suggesting that there could be a limit to such acts of kindness when faced with a higher monetary offer This could leave a mixed impression, as it brings a negative light to the previous act of kindness Finally, the statement ""The economy is pretty bad!!"", conveys a negative sentiment about the economy

Answer and Confidence (0-100): B, 70%"
@QueenKayy96 yes sis I am!!!! But sorry you're to young!!!,"A. Positive
B. Negative",B,B,85,"The sentence starts with a positive sentiment expressed through the usage of an exclamatory phrase, showing excitement or enthusiasm (""yes sis I am!!!!"") However, the sentiment shifts towards negativity in the sentence's latter part, ""But sorry you're too young!!!"" Even though the phrase uses exclamation marks typically associated with positive or intense emotions, its overall context leans towards disappointing news or a negative sentiment considering it's an apology for what could be perceived as a possible limitation or restriction due to the age factor

Answer and Confidence (0-100): B, 85%"
Biggest ice cream craving ever. I wish i lived in the dorms  chocolate soft serve...,"A. Positive
B. Negative",A,B,85,"The sentence consists of a person expressing an enthusiasm for ice cream, specifically a chocolate soft serve They have a strong desire for it, as indicated by the phrase 'Biggest ice cream craving ever' Also, there's a hint of lament that they wish they were living in the dorms, potentially where access to this ice cream is easier 

Answer and Confidence (0-100): A, 85%"
@loveshockx3 HAHAHA. Alright Mommy.,"A. Positive
B. Negative",A,B,90,"The text is addressing someone (@loveshockx3) in a friendly manner, elevating their relationship to a loving one by referring to them as ""Mommy"" The user also uses ""HAHAHA"" an expression of laughter, indicating amusement or joy, which adds a positive tone to the statement

Answer and Confidence (0-100): A, 90%"
@breathemegan @Laurenn26 omfg new moon trailer =amazing I wanna go to the midnight show ..we should go together,"A. Positive
B. Negative",A,A,95,"The sentence above is from a Twitter user expressing excitement and happiness about the ""New Moon"" trailer The words ""amazing"" and ""we should go together"" indicate a desire to watch the movie and share the experience, both of which represent positive emotions

Moreover, ""omfg"", an acronym for ""oh my f***ing god"", is commonly used online to display strong emotion such as shock or excitement In this particular context, it is used to express the positive surprise and excitement about the new movie trailer

Answer and Confidence (0-100): A, 95%"
@derekfisher Yeah Derek! Gr8 job on getting that 4th ring!,"A. Positive
B. Negative",A,A,98,"The sentence '@derekfisher Yeah Derek! Gr8 job on getting that 4th ring!' is a comment directed at a user with the handle @derekfisher The word 'Yeah' is often used to express excitement or agreement The phrase 'Gr8 job' indicates approval or commendation - 'Gr8' is an internet slang that stands for 'great' The '4th ring' seems to be referring to some sort of accomplishment Overall, the message is expressing positive sentiments

Answer and Confidence (0-100): A, 98%"
i'm more than grateful for ronni and katie  &lt;3,"A. Positive
B. Negative",A,A,99,"The provided sentence ""i'm more than grateful for ronni and katie <3"" expresses a sentiment of thankfulness and love The use of ""more than grateful"" indicates a strong positive emotion Additionally, the symbol ""<3"" commonly signals affection or love, which also conveys a positive sentiment

Answer and Confidence (0-100): A, 99%"
"just heard my nephew is graduating tonight, so proud  wishing I could be there","A. Positive
B. Negative",A,A,90,"The sentence starts with the good news about the user's nephew's graduation, which is positively connotated This sentiment is strengthened by the expression of pride There's also a wish to be present, which also evokes positive feelings, but implies slightly negative undertone as it implies the user cannot make it However, the overall sentiment is still positive because the focus remains on the joyous occasion and good wishes 

Answer and Confidence (0-100): A, 90%"
I've just woken up,"A. Positive
B. Negative",A,A,60,"The sentence, ""I've just woken up,"" is a neutral statement of fact The speaker is simply communicating what they have just done - ie, they've just woken up There's no explicit positive or negative sentiment in the statement as it doesn't indicate a good or a bad mood, or express a positive or negative event or outcome Therefore, it is neither positive (A) nor negative (B) However, since only options A and B are given here, and interpreting the sentence in the most common context where waking up generally can be considered as neutral to positive (starting a new day, resting is finished), selecting the positive sentiment may be relevant but with lower confidence level

Answer and Confidence (0-100): A, 60%"
one two tree fo...ive watched this 10 times. laughed so loudly that it hurts.  http://tinyurl.com/3bj65w,"A. Positive
B. Negative",A,A,90,"The sentence indicates that the person has watched something multiple times and is laughing to the point of physical discomfort It's apparent that the person enjoys whatever they're watching, given the frequency of viewings and the extreme laughter The exaggerated expression ""laughed so loudly that it hurts"" is usually used to indicate that something is extremely funny or enjoyable Therefore, the sentiment appears to be positive

Answer and Confidence (0-100): A, 90%"
Now I'm preparing my final exam,"A. Positive
B. Negative",N/A,B,100,"The sentence ""Now I'm preparing my final exam"" is a neutral statement It's expressing an ongoing activity without indicating a positive or negative sentiment Even though exams might be stressful for some individuals, there's no explicit mention of any stress, negativity or positivity in this sentence 

Answer and Confidence (0-100): N/A, 100% 

Sentence: [Now I'm preparing my final exam]
"
i have been sneezing a lot today,"A. Positive
B. Negative",B,B,90,"The sentence ""I have been sneezing a lot today"" reflects a scenario wherein the user is experiencing some discomfort or unease due to a large amount of sneezing Sneezing often suggests some health issues like allergies or a cold, among others Consequently, the sentiment attached to this event can be viewed as negative, as it pertains to a state of physical discomfort or ill health 

Answer and Confidence (0-100): B, 90%"
"@VATD But on the plus side, once that's over with, we're free til September","A. Positive
B. Negative",A,A,85,"The sentence initially presents a slightly negative sentiment with ""once that's over with"", suggesting that the user is undergoing a task or event that they are looking forward to concluding However, the addition of ""we're free till September"" flips this sentiment to positive, indicating relief or excitement about having free time until September 

Answer and Confidence (0-100): A, 85%"
@erica6185 wed. Is my only day ill see josh so were cleaning house. Weekend is insane... Next week I have tues. Sat. And sun. Ohhh jeez.,"A. Positive
B. Negative",B,A,90,"The sentence begins with the user mentioning a particular day (Wednesday) they're going to see someone named Josh and they are going to clean the house The sentiment here might be neutral or slightly negative depending on interpretation The user then mentions that the weekend is insane, indicating a high level of activity or stress which has a slight negative connotation Following that, the user notes the days of the next week and ends with an interjection (""Ohhh jeez"") which typically conveys surprise, exhaustion, or slight negativity There are no clearly positive sentiments expressed in this sentence

Answer and Confidence (0-100): B, 90%"
@drnatalie social crm in less than 140? just one word: Saasquatch.  #CRM #scrm #crm,"A. Positive
B. Negative","No option available, since the sentiment is rather Neutral",A,90,"This sentence is a tweet mentioning a user named @drnatalie about a concept in CRM (Customer Relationship Management) using 140 characters or less The term SaaSquatch seems to be a coined term, probably referring to Software as a Service (SaaS) related to CRM The hashtags used are related to CRM and social CRM, presumably discussing the topic in the social media universe There are no words suggesting particularly positive or negative sentiment, it seems to be more of a neutral, informational statement

Answer and Confidence (0-100): No option available, since the sentiment is rather Neutral, 90%"
i can feel another cold coming along,"A. Positive
B. Negative",B,B,90,"The sentence ""I can feel another cold coming along"" provides a statement of personal health, expressing discomfort or inconvenience The subject can perceive the onset of a cold, which is generally associated with negative feelings due to discomfort and inconvenience So, the sentiment of the sentence is negative

Answer and Confidence (0-100): B, 90%"
Hello all!!! I am going to spend my day doing things I actually want to do.,"A. Positive
B. Negative",A,A,98,"The sentence features an excited and enthusiastic tone, conveyed through phrases such as ""Hello all!!!"" and ""I am going to spend my day doing things I actually want to do,"" which suggest that the speaker is looking forward to their activities for the day There are no negative connotations in the sentence

Answer and Confidence (0-100): A, 98%"
@monnie Raincheck!  You can come and see me on stage one day soon. ;),"A. Positive
B. Negative",A,A,85,"The sentence starts with a user tag, '@monnie', indicating a direct communication on social media 'Raincheck!' refers to postponing a planned event or obligation, but it's not inherently negative, as it's often used in a courteous manner The rest of the sentence, 'You can come and see me on stage one day soon ;)', expresses a positive sentiment The speaker is optimistically inviting the recipient to a future event, which suggests a friendly, positive interaction The wink emoticon at the end intensifies the positive sentiment and light-heartedness of the message

Answer and Confidence (0-100): A, 85%"
@nickjacob_116 I would like to see something else.  Twitter is awesome.  It doesn't compete with troops and AKs.  Sorry.   #iran,"A. Positive
B. Negative",A,B,60,"Analyzing this sentence can be a bit complex due to its multi-part structure Let's address it piece by piece Firstly, [@nickjacob_116 I would like to see something else] implies a neutral sentiment: the speaker just expresses a desire without showing any negative or positive emotions The second part [Twitter is awesome] clearly presents a positive sentiment as the user expresses admiration for Twitter The third segment [It doesn't compete with troops and AKs] appears neutral; it makes a statement of comparison but doesn't inherently convey positivity or negativity Finally, [Sorry] suggest either a neutral or a negative sentiment - it may imply that the user apologizes for something (which can often be associated with a negative context) or simply expresses politeness (neutral)

Answer and Confidence (0-100): A, 60% 

The analysis provides a balance of mostly neutral parts with some hints of both positive and negative sentiment However, since the positive sentiment [""Twitter is awesome""] is more clear-cut and inherently emotive compared to the slightly negative connotation of [Sorry], the overall sentiment can be considered slightly toward the positive side Still, due to the ambiguousness and multi-part structure of the sentence, the confidence level is on the lower side"
@JenKuhnPR  Time to take the wheel,"A. Positive
B. Negative",A,A,50,"The sentence ""@JenKuhnPR Time to take the wheel"" does not contain any explicitly positive or negative content The phrase 'Time to take the wheel' can typically be construed as a neutral or encouraging statement, prompting someone to take control or responsibility Hence, the sentiment may be slightly leaning towards positive, but without meaningful context, it's challenging to definitively assign a sentiment 

Answer and Confidence (0-100): A, 50%"
"@Divealicious You could sue, this is identity fraud...","A. Positive
B. Negative",B,A,90,"The sentence ""@Divealicious You could sue, this is identity fraud"" is a response to an apparently illicit situation where the user's identity might have been used fraudulently While it provides a potential resolution (suing), it still carries a negative sentiment because the underlying situation involves an illegal activity, ie, identity fraud

Therefore, considering the tone, context, and implications inherent to the situation described by the sentence, it aligns with the negative category according to sentiment analysis

Answer and Confidence (0-100): B, 90%"
@ShanteCurtis that-a-girl  so I guess you'll surpass him this week,"A. Positive
B. Negative",A,A,90,"The statement is directed towards a user named ShanteCurtis Despite the casual language, the tone of the message is supportive and encouraging with an apparent interest in ShanteCurtis's goals or achievements The phrase ""that-a-girl"" is used to express approval or commendation The second part of the sentence, 'so I guess you'll surpass him this week', suggests the sender's belief in the recipient's ability to excel

Answer and Confidence (0-100): A, 90%"
"New Manics album is fuck-off good. I've missed the dense lyrics of Mr Edwards, Wire's stuff is okay but too comprehensible","A. Positive
B. Negative",A,A,85,"The sentence contains several sentiments towards different subjects 'New Manics album is fuck-off good' indicates a strong positive feeling towards the new album of the band ""Manics"" 'I've missed the dense lyrics of Mr Edwards,' also suggests a positive sentiment as the speaker longs for Mr Edwards' dense lyrics 'Wire's stuff is okay but too comprehensible' implies a slightly negative sentiment as it somewhat criticizes Wire's lyrics for being too understandable or lacking complexity However, the overall sentiment of the sentence is positive as the critique towards Wire's work is mild and the positive sentiments are much more emphatic

Answer and Confidence (0-100): A, 85%"
"Red Update: Blood tests back.Major organ function normal. Cell counts normal. So just infection, but no signs of cancer. Relieved  #fb","A. Positive
B. Negative",A,A,90,"The sentence is an update about a blood test The person whose test results are being reported has normal major organ function and cell counts, and it is found that they only have an infection and no signs of cancer The message includes a sentiment of relief because they do not have cancer 

Answer and Confidence (0-100): A, 90% 

Sentence: [Red Update: Blood tests back Major organ function normal Cell counts normal So just infection, but no signs of cancer Relieved #fb]"
